ID	DOCULECT	CONCEPT	GERMAN	CONCEPTICON	CONCEPTICON_GLOSS	IDS	VALUE	FORM	TOKENS	ORIGIN	SOURCE	SOURCE_FORM	MORPHEMES	COGIDS	NOTE	ROOTIDS
1796	German	spear	der Speer	945	SPEAR	20-260	der Speer	speer	ʃ p eː r	Stammwort			spear	401		0
1797	German	spear	der Speer	945	SPEAR	20-260	der Spieß	spieß	ʃ p iː s				spear	400		0
1798	German	spear	der Speer	945	SPEAR	20-260	die Lanze	lanze	l a n ts + ə	Entlehnung	afrz	lance.	spear/Lanze _-:suffix.f.s/e	399 91	specific	0
1799	German	sword	das Schwert	1535	SWORD	20-270	das Schwert	schwert	ʃ v eː r t	Stammwort			sword	496		0
1800	German	gun, cannon	das Gewehr		!CANNON OR GUN	20-280	Gewehr	gewehr	g ə + v eː r	Stammwort			_-:prefix/ge defend	139 1190		0
1801	German	gun, cannon	das Gewehr		!CANNON OR GUN	20-280	Flinte	flinte	f l ɪ n t + ə	Entlehnung			!gun _-:suffix.f.s/e	991 91	specific	0
1802	German	gun, cannon	das Gewehr		!CANNON OR GUN	20-280	Büchse	büchse	b y k s + ə	Entlehnung			tin-pot _-:suffix.f.s/e	882 91	specific	0
1803	German	gun, cannon	die Kanone		!CANNON OR GUN	20-280	Geschütz	geschütz	g ə + ʃ y ts	Stammwort			_-:prefix/ge shelter	139 1064	specific	0
1804	German	gun, cannon	die Kanone		CANNON OR GUN	20-280	Kanone	kanone	k a n oː n ə	Entlehnung	it	cannone	*cannon	1125		0
1805	German	armor (defensive)	die Rüstung	1061	ARMOUR	20-310	die Rüstung	rüstung	r y s t + ʊ ŋ				armour _-:suffix/ung	920 58		0
1806	German	armor (defensive)	die Rüstung	1061	ARMOUR	20-310	Harnisch	harnisch	h a r n ɪ ʃ	Entlehnung			*armor/Harnisch	1078		0
1807	German	helmet	der Helm	1680	HELMET	20-330	der Helm	helm	h ɛ l m				helmet	1093		0
1808	German	shield	der Schild	1064	SHIELD	20-340	der Schild	schild	ʃ ɪ l t/d	Stammwort			shield	597		0
1809	German	fortress	die Festung	1938	FORTRESS	20-350	die Festung	festung	f ɛ s t + ʊ ŋ				fix _-:suffix/ung	964 58		0
1810	German	tower	der Turm	1671	TOWER	20-360	der Turm	turm	t ʊ r m	Entlehnung	afrz	torz	tower	182		0
1811	German	victory	der Sieg	783	VICTORY	20-410	der Sieg	sieg	z iː k/g	Stammwort			victory	630		0
1812	German	defeat	die Niederlage	782	DEFEAT	20-420	die Niederlage	niederlage	n iː d ə r + l aː g + ə				down lie _-:suffix.f.s/e	911 799 91		0
1813	German	attack	Angriff	722	ATTACK	20-430	der Angriff	angriff	a n + g r ɪ/ai f				_-on:prefix/an grasp/greif	142 263		0
1814	German	defend	die Verteidigung	1330	DEFEND	20-440	die Verteidigung	verteidigung	f ɛ r + t ai d + ɪ g + ʊ ŋ				_-:prefix/ver *taid _-:suffix/ig _-:suffix/ung	138 731 156 543		0
1815	German	retreat	der Rückzug 	421	RETREAT	20-450		rückzug	r y k + ts uː k/g				back pull	735 739		0
1816	German	surrender	sich ergeben	1696	SURRENDER	20-460	sich ergeben	sich ergeben	z ɪ ç + ɛ r + g eː b + ə n				self _-:prefix/er give _-:inf	147 147 453 2		0
1817	German	captive, prisoner	der Gefangene	1072	PRISONER	20-470	der Gefangene	gefangener	g ə + f a ŋ + ə n + ə				_-:prefix/ge catch _-:pt.pf/en _-:suffix.m.s/e	139 152 85 1241		0
1818	German	guard, sentinel	der Wächter	1940	GUARD	20-471	der Wächter	wächter	v ɛ/a ç/x + t ə r				wake _-:suffix/ter	634 0	! interessantes Beispiel für nicht linearisierbare formen	0
1819	German	guard, sentinel	der Wächter	1940	GUARD	20-471	die Wache	wache	v a x + ə				wake _-:suffix.f.s/e	634 91		0
1820	German	booty, spoils	die Beute	1022	BOOTY	20-480	die Beute	beute	b ɔi t + ə				booty _-:suffix.f.s/e	871 91		0
1821	German	ambush	der Hinterhalt	65	AMBUSH	20-490	Hinterhalt	hinterhalt	h ɪ n t ə r + h a l t	Stammwort			behind hold	34 546		0
1822	German	fisherman	der Fischer	1858	FISHERMAN	20-510	der Fischer	fischer	f ɪ ʃ + ə r				fish _-:suffix/er	99 100		0
1823	German	fisherman	der Fischer	1858	FISHERMAN	20-510	der Angler	angler	a ŋ Ø/ə l + ə r				fishing-rod _-:suffix/er	101 100		0
1824	German	fishhook	der Angelhaken	1074	FISHHOOK	20-520	der Angelhaken	angelhaken	a ŋ ə l + h aː k + ə n				fishing-rod hook _-:inf	101 357 2		0
1825	German	fishing line	die Angelschnur	19	FISHING LINE	20-530	die Angelschnur	angelschnur	a ŋ ə l + ʃ n uː r				fishing-rod rope/Schnur	101 204		0
1826	German	fishnet	das Fischernetz	388	FISHNET	20-540	das Fangnetz	fangnetz	f a ŋ + n ɛ ts				catch net	152 406	unusual	0
1827	German	fishnet	das Fischernetz	388	FISHNET	20-540	das Fischernetz	fischernetz	f ɪ ʃ + ə r + n ɛ ts				fish _-:suffix/er net	99 100 406		0
1828	German	fish trap	die Reuse	389	FISH TRAP	20-550	Reuse	reuse	r ɔi z + ə	Stammwort			fish-trap _-:suffix.f.s/e	918 91		0
1829	German	bait	der Köder	2013	BAIT	20-560	der Köder	köder	k øː d ə r	Stammwort			bait	0		0
1830	German	hunt	jagen	1435	HUNT	20-610	jagen	jagen	j aː g + ə n	Stammwort			? _-:inf	0 2		0
1831	German	shoot	schießen	1172	SHOOT	20-620	schießen	schießen	ʃ iː s + ə n	Stammwort			shoot _-:inf	285 2		0
1832	German	miss (target)	verfehlen	161	MISS (A TARGET)	20-630	vefehlen	verfehlen	f ɛ r + f eː l + ə n				_-:prefix/ver lack _-:inf	138 622 2		0
1833	German	miss (target)	verfehlen	161	MISS (A TARGET)	20-630	nicht treffen	nicht treffen	n ɪ ç t + t r ɛ f + ə n				not hit _-:inf	728 748 2		0
1834	German	trap (noun)	die Falle	1075	TRAP (PITFALL)	20-640	die Falle	falle	f a l + ə	Stammwort			fall _-:suffix.f.s/e	579 91		0
1835	German	trap (vb)	fangen (mit einer Falle einfangen)	1170	TRAP (CATCH)	20-650	fangen	fangen	f a ŋ + ə n	Stammwort			catch _-:inf	152 2		0
1836	German	law	das Recht	1062	LAW	21-110	das Recht	recht	r ɛ ç t	Stammwort			right	44		0
1837	German	law	das Gesetz	1062	LAW	21-110	das Gesetz	gesetz	g ə z ɛ ts	Stammwort			?	0		0
1838	German	court	das Gericht	1068	COURT	21-150	das Gericht	gericht	g ə + r ɪ ç t				_-:prefix/ge put-straight	139 502		0
1839	German	judge (vb)	urteilen	1818	ADJUDICATE	21-160	urteilen	urteilen	uː r + t ai l + ə n				original part/Teil _-:inf	0 302 2		0
1840	German	judge (vb)	urteilen	1818	ADJUDICATE	21-160	richten	richten	r ɪ ç t + ə n	Stammwort			put-straight _-:inf	502 2		0
1841	German	judgment	das Urteil	1067	JUDGMENT	21-170	das Urteil	urteil	uː r + t ai l	Stammwort			-original part/Teil	0 302		0
1842	German	judge (noun)	der Richter	861	JUDGE	21-180	der Richter	richter	r ɪ ç t + ə r	Stammwort			put-straight _-:suffix/er	502 100		0
1843	German	plaintiff	der Kläger	2020	PLAINTIFF	21-210	der Ankläger	ankläger	a n + k l ɛː/aː g + ə r				_-on:prefix/an complain _-:suffix/er	142 344 100		0
1844	German	plaintiff	der Kläger	2020	PLAINTIFF	21-210	der Kläger	kläger	k l ɛː/aː g + ə r				complain _-:suffix/er	344 100		0
1845	German	defendant	der Angeklagte	1034	DEFENDANT	21-220	der Beklagte	beklagter	b ə + k l aː k/g + t + ə r				_-:prefix/be ? _-:pt.pf/t _-:n.m/er	140 344 736 300		0
1846	German	defendant	der Angeklagte	1034	DEFENDANT	21-220	der Angeklagte	angeklagter	a n + g ə + k l aː k/g + t + ə r				_-on:prefix/an _-:prefix/ge ? _-:pt.pf/t _-:n.m/er	142 139 344 736 300		0
1847	German	witness	der Zeuge	1144	WITNESS	21-230	Zeuge	zeuge	ts ɔi g + ə	Stammwort			witness _-:suffix.m.s/e	687 1241		0
1848	German	swear	schwören	1939	SWEAR	21-240	schwören	schwören	ʃ v øː r + ə n	Stammwort			swear _-:inf	481 2		0
1849	German	oath	der Schwur	1712	OATH	21-250	der Eid	eid	ai t/d	Stammwort			oath	928		0
1850	German	oath	der Schwur	1712	OATH	21-250	der Schwur	schwur	ʃ v uː/øː r				swear	481		0
1851	German	accuse	anklagen, beschuldigen	1814	ACCUSE	21-310	anklagen	anklagen	a n + k l aː g + ə n				_-on:prefix/an accuse _-:inf	142 344 2		0
1852	German	accuse	anklagen, beschuldigen	1814	ACCUSE	21-310	beschuldigen	beschuldigen	b ə + ʃ ʊ l d + ɪ g + ə n				_-:prefix/be debt _-:suffix/ig _-:inf	140 177 156 2		0
1853	German	condemn	verurteilen	484	CONDEMN	21-320	verurteilen	verurteilen	f ɛ r + uː r + t ai l + ə n				_-:prefix/ver original part/Teil _-:inf	138 0 302 2		0
1854	German	convict (vb)	überführen	983	CONVICT	21-330	überführen	überführen	yː b ə r + f yː r + ə n	over lead _-:inf			0 lead:V _-:inf	0 87 2		0
1855	German	acquit	freisprechen	988	ACQUIT	21-340	freisprechen	freisprechen	f r ai + ʃ p r ɛ ç + ə n				free speak _-:inf	109 46 2		0
1856	German	guilty	schuldig	1682	GUILTY	21-350	schuldig	schuldig	ʃ ʊ l d + ɪ ç/g				debt _-:suffix/ig	177 156		0
1857	German	innocent	unschuldig	90	INNOCENT	21-360	unschuldig	unschuldig	ʊ n + ʃ ʊ l d + ɪ ç/g				not:prefix/un debt _-:suffix/ig	609 177 156		0
1858	German	penalty, punishment	die Strafe	390	PUNISHMENT	21-370	die Strafe	strafe	ʃ t r aː f + ə	Stammwort			punish _-:suffix.f.s/e	93 91		0
1859	German	fine	das Bußgeld	218	!FINE (PENALTY)	21-380	das Bußgeld	bußgeld	b uː s + g e l t/d	Stammwort			fine money	94 92		0
1860	German	fine	das Bußgeld	218	FINE (PENALTY)	21-380	die Geldbuße	geldbuße	g ɛ l t/d + b uː s + ə				money fine _-:suffix.f.s/e	165 94 91		0
1861	German	fine	das Bußgeld	218	FINE (PENALTY)	21-380	die Geldstrafe	geldstrafe	g ɛ l t/d + ʃ t r aː f + ə				money punish _-:suffix.f.s/e	165 93 91		0
1862	German	fine	das Bußgeld	218	FINE (PENALTY)	21-380	das Strafgeld	strafgeld	ʃ t r aː f + g e l t/d				punish money	93 92		0
1863	German	prison, jail	das Gefängnis	1281	PRISON	21-390	das Gefängnis	gefängnis	g ə + f ɛ/a ŋ + n ɪ s	Stammwort			_-:prefix/ge catch _-:suffix/nis	139 152 71		0
1864	German	prison, jail	das Gefängnis	1281	PRISON	21-390	der Kerker	kerker	k ɛ r k ə r	Entlehnung			*prison	636	rare	0
1865	German	murder	der Mord	845	MURDER	21-420	der Mord	mord	m ɔ r t/d	Stammwort			murder	0		0
1866	German	adultery	der Ehebruch	902	ADULTERY	21-430	der Ehebruch	ehebruch	eː ə + b r ʊ/ɛ x/ç				marriage break	531 296		0
1867	German	rape	die Vergewaltigung	953	RAPE	21-440	die Vergewaltigung	vergewaltigung	f ɛ r + g ə + v a l t + ɪ g + ʊ ŋ	Stammwort			_-:prefix/ver _-:prefix/ge dominate _-:suffix/ig _-:suffix/ung	138 139 461 156 58		0
1868	German	arson	die Brandstiftung	1889	ARSON	21-460	die Brandstiftung	brandstiftung	b r a n t/d + ʃ t ɪ f t + ʊ ŋ				burn:N donate:V _-:suffix/ung	684 820 58		0
1869	German	arson	?	1889	ARSON	21-460	der Mordbrand	mordbrand	m ɔ r t/d + b r a n t/d				murder burn:N	0 684		0
1870	German	perjury	der Meineid	1792	PERJURY	21-470	der Meineid	meineid	m ai n + ai t/d	Stammwort			/mein oath	0 928		0
1871	German	steal	stehlen	713	STEAL	21-510	stehlen	stehlen	ʃ t eː l + ə n	Stammwort			steal _-:inf	441 2		0
1872	German	thief	der Dieb	1160	THIEF	21-520	der Dieb	dieb	d iː p/b	Stammwort			thief	512		0
1873	German	religion	die Religion	661	RELIGION	22-110	die Religion	religion	r eː l iː g j oː n	Entlehnung			!religion	339		0
1874	German	God	der Gott	1944	GOD	22-120	der Gott	gott	g ɔ t	Stammwort			god	1159		0
1875	German	temple, church	der Tempel	911	TEMPLE	22-130	Tempel	tempel	t ɛ m p ə l	Entlehnung			temple	506		0
1876	German	temple, church	die Kirche	1349	CHURCH	22-130	Kirche	kirche	k ɪ r ç + ə	Entlehnung			church _-:suffix.f.s/e	505 91		0
1877	German	altar	der Altar	853	ALTAR	22-140	Altar	altar	a l t aː r	Entlehnung	l	altAre	altar	540		0
1878	German	sacrifice, offering	das Opfer	1103	SACRIFICE	22-150	das Opfer	opfer	ɔ pf ə r				sacrifice	216		0
1879	German	worship	verehren	257	WORSHIP	22-160	anbetenv	anbeten	a n + b eː t + ə n				_-on:prefix/an pray _-:inf	142 176 2		0
1880	German	worship	verehren	257	WORSHIP	22-160	verehren	verehren	f ɛ r + eː r + ə n				_-:prefix/ver honour _-:inf	138 953 2		0
1881	German	pray	beten	24	PRAY	22-170	beten	beten	b eː t + ə n	Stammwort			pray _-:inf	176 2		0
1882	German	priest	der Priester	852	PRIEST	22-180	Priester	priester	p r iː s t ə r	Entlehnung			priest	0		0
1883	German	holy, sacred	heilig	1702	HOLY	22-190	heilig	heilig	h ai l + ɪ ç/g	Stammwort			complete-without-injuries _-:suffix/ig	313 156		0
1884	German	preach	predigen	304	PREACH	22-220	predigen	predigen	p r eː d ɪ g + ə n	Entlehnung	l	praedicAre	? _-:inf	0 2		0
1885	German	bless	segnen	391	BLESS	22-230	segnen	segnen	z eː g Ø/ə n + ə n				blessing _-:inf	902 2		0
1886	German	curse	verfluchen	8	CURSE	22-240	verfluchen	verfluchen	f ɛ r + f l uː x + ə n				_-:prefix/ver curse _-:inf	138 994 2		0
1887	German	curse	verfluchen	8	CURSE	22-240	verfluchen	verwünschen	f ɛ r + v y n ʃ + ə n				_-:prefix/ver wish _-:inf	138 1200 2		0
1888	German	fast (vb)	fasten	303	ABSTAIN FROM FOOD	22-260	fasten	fasten	f a s t + ə n	Stammwort			fast:V _-:inf	969 2		0
1889	German	heaven	der Himmel	1565	HEAVEN	22-310	der Himmel	himmel	h ɪ m ə l	Stammwort			sky	354		0
1890	German	hell	die Hölle	878	HELL	22-320	Hölle	hölle	h œː l + ə	Stammwort			hell _-:suffix.f.s/e	1104 91		0
1891	German	demon (evil spirit)	der Dämon	1973	!DEMON	22-350	der Teufel	teufel	t ɔi f ə l	Entlehnung			devil	764		0
1892	German	demon (evil spirit)	der Dämon	1973	DEMON	22-350	der Dämon	dämon	d ɛː m ɔ n	Entlehnung	l	daemOn	!demon	779		0
1893	German	demon (evil spirit)	der Dämon	1973	!DEMON	22-350	der Unhold	unhold	ʊ n + h ɔ l t/d	Stammwort			not:prefix/un of-worth	609 1107		0
1894	German	idol	das Götzenbild	1945	IDOL	22-370	das Götzenbild	idol	g œ ts + ə + n + b ɪ l t/d	S			idol _-:suffix.f.s/e _-:infix/n ?	1161 91 438 ?		0
1895	German	magic, witchcraft, sorcery	die Zauberei	392	MAGIC	22-420	die Zauberei	zauberei	ts au b ə Ø/r + r ai				do_magic _-:suffix/rai	383 890	!	0
1896	German	magic, witchcraft, sorcery	die Zauberei	392	MAGIC	22-420	der Zauber	zauber	ts au b ə r	Stammwort			do_magic	383		0
1897	German	magic, witchcraft, sorcery	die Zauberei	392	MAGIC	22-420	die Hexerei	hexerei	h ɛ k s + ə + r ai				witch _-:suffix/e _-:suffix/rai	387 1236 890	specific	0
1898	German	sorcerer, witch	der Zauberer	2137	MAGICIAN	22-430	der Zauberer	zauberer	ts au b ə r + ə r				do_magic _-:n.m/er	383 300		0
1899	German	sorcerer, witch	der Zauberer	2137	MAGICIAN	22-430	der Hexenmeister	hexenmeister	h ɛ k s + ə + n + m ai s t ə r				witch _-:suffix.f.s/e _-:infix/n ?	387 91 388 ?	rare	0
1900	German	fairy, elf	die Fee	3206	!ELF OR FAIRY	22-440	die Fee	fee	f eː	Entlehnung	frz	fée	fairy	970		0
1901	German	fairy, elf	der Elf	3206	!ELF OR FAIRY	22-440	der Elf	elf	ɛ l f	Stammwort			elf	0		0
1902	German	ghost, phantom	der Geist	1175	GHOST	22-450	das Gespenst	gespenst	g ə + ʃ p ɛ n s t	Stammwort			_-:prefix/ge ghost	139 1040		0
1903	German	omen, portent	das Vorzeichen	107	OMEN	22-470	Omen	omen	oː m ə n	Entlehnung	l	Omen	*omen	0		0
1904	German	omen, portent	das Vorzeichen	107	OMEN	22-470		vorzeichen	f oː r + ts ai ç + ə n				_before sign _-:suffix.n.s/en	402 174 1214		0
#@highlight=TOKENS|ALIGNMENT|SEGMENTS
#@sampa=IPA|TOKENS|SEGMENTS|TRANSCRIPTION
#@pinyin=CHINESE
#@css=menu:show|database:hide
#@basics=DOCULECT|GLOSS|CONCEPT|IPA|TOKENS|COGID|TAXON|TAXA|PROTO|PROTO_TOKENS|ETYMONID|CHINESE|CONCEPTLIST|ORTHOGRAPHY|WORD|TRANSCRIPTION|SEGMENTS|PARTIALIDS|NOTE
#@_selected_doculects=German
